review_id,rating,entity_text,entity_label,entity_description
3022,1,America,GPE,"Countries, cities, states"
3022,1,America,GPE,"Countries, cities, states"
3022,1,1,MONEY,"Monetary values, including unit"
3023,1,more than $1,MONEY,"Monetary values, including unit"
3023,1,Redbox,ORG,"Companies, agencies, institutions, etc."
3023,1,Michael Bay's,PERSON,"People, including fictional"
3023,1,first,ORDINAL,"""first"", ""second"", etc."
3023,1,Jerry Bruckheimer,PERSON,"People, including fictional"
3023,1,Michael Bay,PERSON,"People, including fictional"
3023,1,two,CARDINAL,Numerals that do not fall under another type
3023,1,WAY,ORG,"Companies, agencies, institutions, etc."
3024,1,3,CARDINAL,Numerals that do not fall under another type
3024,1,third,ORDINAL,"""first"", ""second"", etc."
3025,1,the year,DATE,Absolute or relative dates or periods
3025,1,Theatre,ORG,"Companies, agencies, institutions, etc."
3026,1,Bay,LOC,"Non-GPE locations, mountain ranges, bodies of water"
3026,1,3D,ORG,"Companies, agencies, institutions, etc."
3026,1,Tron,PERSON,"People, including fictional"
3026,1,3D,ORG,"Companies, agencies, institutions, etc."
3027,1,Nasa,ORG,"Companies, agencies, institutions, etc."
3027,1,sam,PERSON,"People, including fictional"
3027,1,asian,NORP,Nationalities or religious or political groups
3027,1,sam,PERSON,"People, including fictional"
3027,1,the last 40 minutes,TIME,Times smaller than a day
3027,1,2 and half hour,TIME,Times smaller than a day
3028,1,2 1/2 hour,TIME,Times smaller than a day
3028,1,7.50,CARDINAL,Numerals that do not fall under another type
3028,1,Fastforward,PERSON,"People, including fictional"
3028,1,the first half,DATE,Absolute or relative dates or periods
3028,1,John Malkovich,PERSON,"People, including fictional"
3028,1,the second half,DATE,Absolute or relative dates or periods
3028,1,hundreds,CARDINAL,Numerals that do not fall under another type
3030,2,Moon,PERSON,"People, including fictional"
3030,2,2,CARDINAL,Numerals that do not fall under another type
3030,2,Christmas,DATE,Absolute or relative dates or periods
3030,2,2,CARDINAL,Numerals that do not fall under another type
3031,2,Amazon,ORG,"Companies, agencies, institutions, etc."
3031,2,Christmas,DATE,Absolute or relative dates or periods
3032,1,1,CARDINAL,Numerals that do not fall under another type
3032,1,2,CARDINAL,Numerals that do not fall under another type
3032,1,3,CARDINAL,Numerals that do not fall under another type
3032,1,15 minutes,TIME,Times smaller than a day
3032,1,millions of dollars,MONEY,"Monetary values, including unit"
3032,1,Russian,NORP,Nationalities or religious or political groups
3034,1,BD,ORG,"Companies, agencies, institutions, etc."
3034,1,second,ORDINAL,"""first"", ""second"", etc."
3034,1,first,ORDINAL,"""first"", ""second"", etc."
3034,1,BD,ORG,"Companies, agencies, institutions, etc."
3034,1,BD,ORG,"Companies, agencies, institutions, etc."
3034,1,BD,ORG,"Companies, agencies, institutions, etc."
3034,1,$10.00 USD,MONEY,"Monetary values, including unit"
3034,1,BD,ORG,"Companies, agencies, institutions, etc."
3035,1,Bad Bad Bad,PERSON,"People, including fictional"
3035,1,first,ORDINAL,"""first"", ""second"", etc."
3035,1,second,ORDINAL,"""first"", ""second"", etc."
3035,1,4.99,MONEY,"Monetary values, including unit"
3035,1,HBO,ORG,"Companies, agencies, institutions, etc."
3037,1,Very Disappointing,PERSON,"People, including fictional"
3037,1,first,ORDINAL,"""first"", ""second"", etc."
3037,1,3D,ORG,"Companies, agencies, institutions, etc."
3038,2,3,CARDINAL,Numerals that do not fall under another type
3038,2,a few years,DATE,Absolute or relative dates or periods
3039,1,four,CARDINAL,Numerals that do not fall under another type
3039,1,3D,ORG,"Companies, agencies, institutions, etc."
3039,1,3D,ORG,"Companies, agencies, institutions, etc."
3039,1,WOW,ORG,"Companies, agencies, institutions, etc."
3040,2,3d,CARDINAL,Numerals that do not fall under another type
3040,2,Megan Fox,PERSON,"People, including fictional"
3040,2,Cowboys,ORG,"Companies, agencies, institutions, etc."
3040,2,Aliens,PERSON,"People, including fictional"
3041,1,Transformer,ORG,"Companies, agencies, institutions, etc."
3041,1,millions of dollars,MONEY,"Monetary values, including unit"
3041,1,JFK,PERSON,"People, including fictional"
3041,1,Nixon,PERSON,"People, including fictional"
3041,1,Bay's,ORG,"Companies, agencies, institutions, etc."
3041,1,Bourne,NORP,Nationalities or religious or political groups
3041,1,600mill,MONEY,"Monetary values, including unit"
3042,1,57 minutes,TIME,Times smaller than a day
3042,1,Deborah Levy).I'm,PERSON,"People, including fictional"
3043,1,only one,CARDINAL,Numerals that do not fall under another type
3043,1,Megan Fox,PERSON,"People, including fictional"
3043,1,Rosie Huntington-Whiteley,PERSON,"People, including fictional"
3043,1,Michael Bay Transformer,PERSON,"People, including fictional"
3043,1,Transformer,ORG,"Companies, agencies, institutions, etc."
3043,1,Transformer,ORG,"Companies, agencies, institutions, etc."
3043,1,80,DATE,Absolute or relative dates or periods
3044,2,three,CARDINAL,Numerals that do not fall under another type
3044,2,BD,ORG,"Companies, agencies, institutions, etc."
3045,2,Amazon,ORG,"Companies, agencies, institutions, etc."
3045,2,Amazon,ORG,"Companies, agencies, institutions, etc."
3046,2,Amazon.com,ORG,"Companies, agencies, institutions, etc."
3046,2,Autobot,PERSON,"People, including fictional"
3046,2,Megan Fox,PERSON,"People, including fictional"
3046,2,Actress,ORG,"Companies, agencies, institutions, etc."
3048,2,Optimus Prime's,PERSON,"People, including fictional"
3048,2,some 25 years ago,DATE,Absolute or relative dates or periods
3048,2,Shindler,PERSON,"People, including fictional"
3048,2,first,ORDINAL,"""first"", ""second"", etc."
3048,2,Sixth,ORDINAL,"""first"", ""second"", etc."
3049,2,one,CARDINAL,Numerals that do not fall under another type
3049,2,one,CARDINAL,Numerals that do not fall under another type
3049,2,3d,CARDINAL,Numerals that do not fall under another type
3049,2,4,CARDINAL,Numerals that do not fall under another type
3050,2,First,ORDINAL,"""first"", ""second"", etc."
3050,2,blu ray,PERSON,"People, including fictional"
3051,2,Meaghan,GPE,"Countries, cities, states"
3051,2,Fox,ORG,"Companies, agencies, institutions, etc."
3052,1,2nd,ORDINAL,"""first"", ""second"", etc."
3052,1,Chicago,GPE,"Countries, cities, states"
3052,1,2010,DATE,Absolute or relative dates or periods
3052,1,Chicago,GPE,"Countries, cities, states"
3054,1,Great Visuals / Terrible Script:,ORG,"Companies, agencies, institutions, etc."
3054,1,Amazon,ORG,"Companies, agencies, institutions, etc."
3054,1,first,ORDINAL,"""first"", ""second"", etc."
3054,1,two,CARDINAL,Numerals that do not fall under another type
3055,1,One,CARDINAL,Numerals that do not fall under another type
3055,1,Revenge of the Fallen,ORG,"Companies, agencies, institutions, etc."
3055,1,Dark,PERSON,"People, including fictional"
3055,1,Shia,NORP,Nationalities or religious or political groups
3057,1,two,CARDINAL,Numerals that do not fall under another type
3057,1,Sam,PERSON,"People, including fictional"
3058,1,30 minutes,TIME,Times smaller than a day
3058,1,Woe,PERSON,"People, including fictional"
3060,2,Megan Fox,PERSON,"People, including fictional"
3061,2,3rd,ORDINAL,"""first"", ""second"", etc."
3061,2,first,ORDINAL,"""first"", ""second"", etc."
3061,2,the 2nd,DATE,Absolute or relative dates or periods
3062,1,Decepticons,ORG,"Companies, agencies, institutions, etc."
3062,1,Autobots,ORG,"Companies, agencies, institutions, etc."
3062,1,Cybertron,ORG,"Companies, agencies, institutions, etc."
3062,1,AI,GPE,"Countries, cities, states"
3062,1,LaBeouf,ORG,"Companies, agencies, institutions, etc."
3062,1,Turturro,ORG,"Companies, agencies, institutions, etc."
3063,1,first,ORDINAL,"""first"", ""second"", etc."
3064,1,Moon,PERSON,"People, including fictional"
3064,1,four year old,DATE,Absolute or relative dates or periods
3065,1,1980s,DATE,Absolute or relative dates or periods
3066,1,One,CARDINAL,Numerals that do not fall under another type
3066,1,the Worst Works of Mankind,ORG,"Companies, agencies, institutions, etc."
3067,1,10 years old,DATE,Absolute or relative dates or periods
3067,1,un,ORG,"Companies, agencies, institutions, etc."
3067,1,Spielberg,PERSON,"People, including fictional"
3068,1,first,ORDINAL,"""first"", ""second"", etc."
3068,1,two,CARDINAL,Numerals that do not fall under another type
3069,1,christmas,DATE,Absolute or relative dates or periods
3069,1,Amazon,ORG,"Companies, agencies, institutions, etc."
3071,1,Transformer,ORG,"Companies, agencies, institutions, etc."
3071,1,Hollywood,GPE,"Countries, cities, states"
3072,1,first,ORDINAL,"""first"", ""second"", etc."
3073,1,Cheesy,ORG,"Companies, agencies, institutions, etc."
3073,1,Shia,NORP,Nationalities or religious or political groups
3073,1,the Fall of Cybertron,ORG,"Companies, agencies, institutions, etc."
3074,1,the 15 seconds,TIME,Times smaller than a day
3074,1,Professional,ORG,"Companies, agencies, institutions, etc."
3075,1,Moon,PERSON,"People, including fictional"
3075,1,Shia,NORP,Nationalities or religious or political groups
3077,1,2.5 hours,TIME,Times smaller than a day
3077,1,90,CARDINAL,Numerals that do not fall under another type
3077,1,first,ORDINAL,"""first"", ""second"", etc."
3077,1,two,CARDINAL,Numerals that do not fall under another type
3078,2,Dark Side,PERSON,"People, including fictional"
3078,2,Moon,PERSON,"People, including fictional"
3078,2,first,ORDINAL,"""first"", ""second"", etc."
3078,2,two,CARDINAL,Numerals that do not fall under another type
3080,2,Shia,NORP,Nationalities or religious or political groups
3080,2,Shia,NORP,Nationalities or religious or political groups
3080,2,two,CARDINAL,Numerals that do not fall under another type
3080,2,4,CARDINAL,Numerals that do not fall under another type
3080,2,5,CARDINAL,Numerals that do not fall under another type
3080,2,one,CARDINAL,Numerals that do not fall under another type
3080,2,crit,GPE,"Countries, cities, states"
3081,1,HP,ORG,"Companies, agencies, institutions, etc."
3081,1,Epson,PERSON,"People, including fictional"
3081,1,HP,ORG,"Companies, agencies, institutions, etc."
3082,1,a couple of years,DATE,Absolute or relative dates or periods
3082,1,XP,ORG,"Companies, agencies, institutions, etc."
3082,1,P1000,NORP,Nationalities or religious or political groups
3082,1,Dell Inspiron,ORG,"Companies, agencies, institutions, etc."
3082,1,USB,ORG,"Companies, agencies, institutions, etc."
3083,1,first,ORDINAL,"""first"", ""second"", etc."
3083,1,about 3 years ago,DATE,Absolute or relative dates or periods
3083,1,about 1 1/2 years,DATE,Absolute or relative dates or periods
3083,1,First,ORDINAL,"""first"", ""second"", etc."
3083,1,USB,ORG,"Companies, agencies, institutions, etc."
3083,1,USB,ORG,"Companies, agencies, institutions, etc."
3083,1,P1000,NORP,Nationalities or religious or political groups
3083,1,about six months,DATE,Absolute or relative dates or periods
3083,1,HP,ORG,"Companies, agencies, institutions, etc."
3083,1,HP,ORG,"Companies, agencies, institutions, etc."
3083,1,HP,ORG,"Companies, agencies, institutions, etc."
3084,2,HP,ORG,"Companies, agencies, institutions, etc."
3087,1,Velcro,ORG,"Companies, agencies, institutions, etc."
3087,1,Velcro,ORG,"Companies, agencies, institutions, etc."
3087,1,Safety Pins,ORG,"Companies, agencies, institutions, etc."
3088,2,Jim Shore,PERSON,"People, including fictional"
3089,2,JanSport,ORG,"Companies, agencies, institutions, etc."
3089,2,Problem,PERSON,"People, including fictional"
3089,2,Amazon,ORG,"Companies, agencies, institutions, etc."
3089,2,less than half,CARDINAL,Numerals that do not fall under another type
3089,2,days,DATE,Absolute or relative dates or periods
3089,2,LOVED,PERSON,"People, including fictional"
3089,2,Amazon,ORG,"Companies, agencies, institutions, etc."
3090,1,G.I.,GPE,"Countries, cities, states"
3090,1,IQ,ORG,"Companies, agencies, institutions, etc."
3090,1,about 5-10 minutes,CARDINAL,Numerals that do not fall under another type
3090,1,Jackass 2,PERSON,"People, including fictional"
3090,1,years,DATE,Absolute or relative dates or periods
3092,1,Netflix,GPE,"Countries, cities, states"
3093,1,WWE,ORG,"Companies, agencies, institutions, etc."
3093,1,Rambo,ORG,"Companies, agencies, institutions, etc."
3093,1,one,CARDINAL,Numerals that do not fall under another type
3093,1,at least 4,CARDINAL,Numerals that do not fall under another type
3094,1,2 1/2,CARDINAL,Numerals that do not fall under another type
3094,1,Cena,ORG,"Companies, agencies, institutions, etc."
3094,1,first,ORDINAL,"""first"", ""second"", etc."
3095,2,Robert Patrick,PERSON,"People, including fictional"
3095,2,the good old days,DATE,Absolute or relative dates or periods
3095,2,Schwarzennegger,ORG,"Companies, agencies, institutions, etc."
3095,2,Robert Patrick,PERSON,"People, including fictional"
3095,2,John Cena,PERSON,"People, including fictional"
3095,2,Arnold,PERSON,"People, including fictional"
3095,2,Patrick,PERSON,"People, including fictional"
3095,2,Hannibal Lecter,ORG,"Companies, agencies, institutions, etc."
3095,2,The X-Files,ORG,"Companies, agencies, institutions, etc."
3095,2,John Doggett,PERSON,"People, including fictional"
3095,2,A-1,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
3096,1,Robert Patrick,PERSON,"People, including fictional"
3096,1,Robert Patrick,PERSON,"People, including fictional"
3096,1,African-American,NORP,Nationalities or religious or political groups
3096,1,African-American,NORP,Nationalities or religious or political groups
3096,1,John Cena,PERSON,"People, including fictional"
3096,1,Cena,ORG,"Companies, agencies, institutions, etc."
3096,1,Cena,ORG,"Companies, agencies, institutions, etc."
3097,1,Marine,PERSON,"People, including fictional"
3097,1,Marine,NORP,Nationalities or religious or political groups
3097,1,5 minutes,TIME,Times smaller than a day
3097,1,LOL,PERSON,"People, including fictional"
3097,1,Robert Patrick,PERSON,"People, including fictional"
3098,1,Marines,NORP,Nationalities or religious or political groups
3098,1,Rambo,WORK_OF_ART,"Titles of books, songs, etc."
3098,1,one,CARDINAL,Numerals that do not fall under another type
3098,1,third,ORDINAL,"""first"", ""second"", etc."
3098,1,one,CARDINAL,Numerals that do not fall under another type
3098,1,Marine,PERSON,"People, including fictional"
3098,1,2,CARDINAL,Numerals that do not fall under another type
3098,1,5,CARDINAL,Numerals that do not fall under another type
3099,1,last day,DATE,Absolute or relative dates or periods
3099,1,ya bother,PERSON,"People, including fictional"
3099,1,One,CARDINAL,Numerals that do not fall under another type
3099,1,years,DATE,Absolute or relative dates or periods
3100,1,John,PERSON,"People, including fictional"
3100,1,first,ORDINAL,"""first"", ""second"", etc."
3101,1,first,ORDINAL,"""first"", ""second"", etc."
3103,1,one,CARDINAL,Numerals that do not fall under another type
3104,1,1,CARDINAL,Numerals that do not fall under another type
3104,1,only one,CARDINAL,Numerals that do not fall under another type
3104,1,Kelly Carlson,PERSON,"People, including fictional"
3105,1,One,CARDINAL,Numerals that do not fall under another type
3105,1,Hogan,PERSON,"People, including fictional"
3105,1,Cena,ORG,"Companies, agencies, institutions, etc."
3105,1,Chris Gore,PERSON,"People, including fictional"
3105,1,million,CARDINAL,Numerals that do not fall under another type
3105,1,WWE,ORG,"Companies, agencies, institutions, etc."
3106,1,john cena,PERSON,"People, including fictional"
3106,1,john cena,PERSON,"People, including fictional"
3106,1,george bush's,PERSON,"People, including fictional"
3106,1,john cena,PERSON,"People, including fictional"
3107,2,John Cena,PERSON,"People, including fictional"
3107,2,March,DATE,Absolute or relative dates or periods
3108,1,hundreds,CARDINAL,Numerals that do not fall under another type
3108,1,John Cena,PERSON,"People, including fictional"
3108,1,Arnold Schwarzenegger,PERSON,"People, including fictional"
3108,1,five,CARDINAL,Numerals that do not fall under another type
3109,1,2 hours,TIME,Times smaller than a day
3110,1,One,CARDINAL,Numerals that do not fall under another type
3110,1,American,NORP,Nationalities or religious or political groups
3110,1,American,NORP,Nationalities or religious or political groups
3110,1,Iraq,GPE,"Countries, cities, states"
3110,1,Hulk Hogan,PERSON,"People, including fictional"
3110,1,Steve Austin,PERSON,"People, including fictional"
3110,1,John Cena,PERSON,"People, including fictional"
3110,1,day,DATE,Absolute or relative dates or periods
3111,1,the Marine Corp,ORG,"Companies, agencies, institutions, etc."
3113,2,buff,PERSON,"People, including fictional"
3114,1,Marine Comedy,PERSON,"People, including fictional"
3114,1,80,DATE,Absolute or relative dates or periods
3114,1,100,CARDINAL,Numerals that do not fall under another type
3115,1,10,CARDINAL,Numerals that do not fall under another type
3115,1,Lincoln Navigator,ORG,"Companies, agencies, institutions, etc."
3115,1,100,CARDINAL,Numerals that do not fall under another type
3115,1,MPH,ORG,"Companies, agencies, institutions, etc."
3115,1,The HiPo Camaro,ORG,"Companies, agencies, institutions, etc."
3115,1,dozens,CARDINAL,Numerals that do not fall under another type
3115,1,older than 10,CARDINAL,Numerals that do not fall under another type
3116,1,Missing in Action,WORK_OF_ART,"Titles of books, songs, etc."
3116,1,15 cents,MONEY,"Monetary values, including unit"
3116,1,WWE Entertainment,ORG,"Companies, agencies, institutions, etc."
3116,1,Terminator,WORK_OF_ART,"Titles of books, songs, etc."
3116,1,Robert Patrick,PERSON,"People, including fictional"
3116,1,91 minutes,TIME,Times smaller than a day
3117,2,WWE,ORG,"Companies, agencies, institutions, etc."
3117,2,WWE,ORG,"Companies, agencies, institutions, etc."
3117,2,WWE,ORG,"Companies, agencies, institutions, etc."
3117,2,John Cena,PERSON,"People, including fictional"
3117,2,Arnold,PERSON,"People, including fictional"
3117,2,Rambo,ORG,"Companies, agencies, institutions, etc."
3118,2,4,CARDINAL,Numerals that do not fall under another type
3118,2,3 1/2,CARDINAL,Numerals that do not fall under another type
3118,2,80,DATE,Absolute or relative dates or periods
3118,2,Steven Sagals,PERSON,"People, including fictional"
3118,2,Dulf Lungren,PERSON,"People, including fictional"
3118,2,John Cena,PERSON,"People, including fictional"
3118,2,Stone Cold,ORG,"Companies, agencies, institutions, etc."
3119,1,Equilibrium,ORG,"Companies, agencies, institutions, etc."
3119,1,Dark City,GPE,"Countries, cities, states"
3120,1,Robert Patrick's,PERSON,"People, including fictional"
3120,1,one,CARDINAL,Numerals that do not fall under another type
3120,1,Terminator,WORK_OF_ART,"Titles of books, songs, etc."
3120,1,Patrick,PERSON,"People, including fictional"
3120,1,Terminator,WORK_OF_ART,"Titles of books, songs, etc."
3120,1,Terminator II,WORK_OF_ART,"Titles of books, songs, etc."
3121,1,first,ORDINAL,"""first"", ""second"", etc."
3121,1,one,CARDINAL,Numerals that do not fall under another type
3121,1,Terminator 2,WORK_OF_ART,"Titles of books, songs, etc."
3122,2,john cena,PERSON,"People, including fictional"
3122,2,HOT,ORG,"Companies, agencies, institutions, etc."
3122,2,john triton,PERSON,"People, including fictional"
3123,1,Marine,NORP,Nationalities or religious or political groups
3123,1,one,CARDINAL,Numerals that do not fall under another type
3123,1,one,CARDINAL,Numerals that do not fall under another type
3123,1,Robert Patrick's,PERSON,"People, including fictional"
3123,1,T2 Terminator 2)and,ORG,"Companies, agencies, institutions, etc."
3123,1,Terminator,WORK_OF_ART,"Titles of books, songs, etc."
3123,1,Looney Tune,PERSON,"People, including fictional"
3124,1,NYC,ORG,"Companies, agencies, institutions, etc."
3124,1,The Tiger Lillies,WORK_OF_ART,"Titles of books, songs, etc."
3124,1,London,GPE,"Countries, cities, states"
3124,1,Zydeco,PERSON,"People, including fictional"
3125,1,One,CARDINAL,Numerals that do not fall under another type
3127,1,Zydeco,PERSON,"People, including fictional"
3128,1,2,CARDINAL,Numerals that do not fall under another type
3128,1,Shopzeus,PERSON,"People, including fictional"
3128,1,Shopzeus,ORG,"Companies, agencies, institutions, etc."
3128,1,2 weeks,DATE,Absolute or relative dates or periods
3128,1,Shopzeus,ORG,"Companies, agencies, institutions, etc."
3129,1,one,CARDINAL,Numerals that do not fall under another type
3130,1,1875,DATE,Absolute or relative dates or periods
3130,1,1875,CARDINAL,Numerals that do not fall under another type
3130,1,gothic crown,PERSON,"People, including fictional"
3130,1,Stemmer House Publishers,ORG,"Companies, agencies, institutions, etc."
3130,1,Dover,GPE,"Countries, cities, states"
3130,1,Dover,GPE,"Countries, cities, states"
3131,2,Dorothy,PERSON,"People, including fictional"
3131,2,Lorne Doone,PERSON,"People, including fictional"
3131,2,our final year,DATE,Absolute or relative dates or periods
3131,2,Amazon,ORG,"Companies, agencies, institutions, etc."
3132,2,One,CARDINAL,Numerals that do not fall under another type
3132,2,19th-century,DATE,Absolute or relative dates or periods
3132,2,Slog,PERSON,"People, including fictional"
3132,2,John Ridd,PERSON,"People, including fictional"
3132,2,Lorna Doone,PERSON,"People, including fictional"
3132,2,Exmoor,GPE,"Countries, cities, states"
3132,2,Ridd,PERSON,"People, including fictional"
3132,2,this day,DATE,Absolute or relative dates or periods
3132,2,Lorna Doone,PERSON,"People, including fictional"
3133,2,Lorna Doone - a,PERSON,"People, including fictional"
3133,2,Classic,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
3133,2,archaic,PERSON,"People, including fictional"
3133,2,England,GPE,"Countries, cities, states"
3134,2,Lorna Doone,PERSON,"People, including fictional"
3134,2,Lorna,PERSON,"People, including fictional"
3135,2,first,ORDINAL,"""first"", ""second"", etc."
3135,2,Lorna Doone,PERSON,"People, including fictional"
3136,1,Mac,PERSON,"People, including fictional"
3136,1,Boooo Hissss!No,PERSON,"People, including fictional"
3137,1,two,CARDINAL,Numerals that do not fall under another type
3138,1,Venus Fly Trap,PERSON,"People, including fictional"
3138,1,one,CARDINAL,Numerals that do not fall under another type
3138,1,Sony,ORG,"Companies, agencies, institutions, etc."
3138,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3138,1,Sony,ORG,"Companies, agencies, institutions, etc."
3138,1,Sony,ORG,"Companies, agencies, institutions, etc."
3138,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3138,1,Sony,ORG,"Companies, agencies, institutions, etc."
3139,1,more than one,CARDINAL,Numerals that do not fall under another type
3140,1,The Sony eMarker,ORG,"Companies, agencies, institutions, etc."
3140,1,Sony,ORG,"Companies, agencies, institutions, etc."
3140,1,Broadcast Data,ORG,"Companies, agencies, institutions, etc."
3140,1,24 Hour,TIME,Times smaller than a day
3140,1,5 days,DATE,Absolute or relative dates or periods
3140,1,Sony,ORG,"Companies, agencies, institutions, etc."
3140,1,a few months,DATE,Absolute or relative dates or periods
3140,1,Sony,ORG,"Companies, agencies, institutions, etc."
3142,1,20,MONEY,"Monetary values, including unit"
3142,1,one,CARDINAL,Numerals that do not fall under another type
3142,1,10,CARDINAL,Numerals that do not fall under another type
3143,1,many hours/,TIME,Times smaller than a day
3143,1,scan,NORP,Nationalities or religious or political groups
3144,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3144,1,Sony,ORG,"Companies, agencies, institutions, etc."
3144,1,45,CARDINAL,Numerals that do not fall under another type
3144,1,days!!A,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
3145,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3145,1,Sony,ORG,"Companies, agencies, institutions, etc."
3145,1,Mac,ORG,"Companies, agencies, institutions, etc."
3145,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3145,1,Sony,ORG,"Companies, agencies, institutions, etc."
3145,1,Mac,ORG,"Companies, agencies, institutions, etc."
3145,1,4,CARDINAL,Numerals that do not fall under another type
3145,1,5,CARDINAL,Numerals that do not fall under another type
3146,1,9/30/2001,DATE,Absolute or relative dates or periods
3146,1,Sony,ORG,"Companies, agencies, institutions, etc."
3146,1,9/30/2001,DATE,Absolute or relative dates or periods
3146,1,9/5/2001,CARDINAL,Numerals that do not fall under another type
3146,1,eMarker.com,ORG,"Companies, agencies, institutions, etc."
3146,1,eMarks,ORG,"Companies, agencies, institutions, etc."
3146,1,eMarks,ORG,"Companies, agencies, institutions, etc."
3146,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3146,1,The eMarker Team,ORG,"Companies, agencies, institutions, etc."
3147,1,ONE,CARDINAL,Numerals that do not fall under another type
3147,1,Phoenix,GPE,"Countries, cities, states"
3147,1,AZ,ORG,"Companies, agencies, institutions, etc."
3147,1,24 hours,TIME,Times smaller than a day
3147,1,more than one,CARDINAL,Numerals that do not fall under another type
3147,1,one,CARDINAL,Numerals that do not fall under another type
3147,1,3,CARDINAL,Numerals that do not fall under another type
3147,1,more than 24 hours,TIME,Times smaller than a day
3148,1,LOTS,ORG,"Companies, agencies, institutions, etc."
3148,1,NYC,LOC,"Non-GPE locations, mountain ranges, bodies of water"
3148,1,Latin,NORP,Nationalities or religious or political groups
3148,1,Latin,NORP,Nationalities or religious or political groups
3148,1,more than 3,CARDINAL,Numerals that do not fall under another type
3149,1,NEVER,ORG,"Companies, agencies, institutions, etc."
3149,1,NEVER,ORG,"Companies, agencies, institutions, etc."
3149,1,Sony,ORG,"Companies, agencies, institutions, etc."
3149,1,Sony,ORG,"Companies, agencies, institutions, etc."
3149,1,180 degrees,QUANTITY,"Measurements, as of weight or distance"
3151,1,first,ORDINAL,"""first"", ""second"", etc."
3151,1,28K modem,MONEY,"Monetary values, including unit"
3151,1,Sony,ORG,"Companies, agencies, institutions, etc."
3151,1,half an hour,TIME,Times smaller than a day
3151,1,three minute,TIME,Times smaller than a day
3151,1,song,PERSON,"People, including fictional"
3151,1,Doesn,PERSON,"People, including fictional"
3155,2,iMusic,ORG,"Companies, agencies, institutions, etc."
3155,2,Mac &,ORG,"Companies, agencies, institutions, etc."
3155,2,sony,ORG,"Companies, agencies, institutions, etc."
3155,2,SONY,ORG,"Companies, agencies, institutions, etc."
3156,1,THE WORST THING EVER CREATED,ORG,"Companies, agencies, institutions, etc."
3157,2,New Technology,ORG,"Companies, agencies, institutions, etc."
3157,2,a few days,DATE,Absolute or relative dates or periods
3157,2,Sony,ORG,"Companies, agencies, institutions, etc."
3157,2,LCD,ORG,"Companies, agencies, institutions, etc."
3157,2,24 hours,TIME,Times smaller than a day
3157,2,maybe 10 minutes,TIME,Times smaller than a day
3157,2,NPR,ORG,"Companies, agencies, institutions, etc."
3157,2,Sony,ORG,"Companies, agencies, institutions, etc."
3157,2,Sony,ORG,"Companies, agencies, institutions, etc."
3158,2,Christmas,DATE,Absolute or relative dates or periods
3158,2,Boston,GPE,"Countries, cities, states"
3158,2,1,CARDINAL,Numerals that do not fall under another type
3158,2,80,CARDINAL,Numerals that do not fall under another type
3159,1,Sony,ORG,"Companies, agencies, institutions, etc."
3159,1,AOL,ORG,"Companies, agencies, institutions, etc."
3159,1,3,CARDINAL,Numerals that do not fall under another type
3159,1,2,CARDINAL,Numerals that do not fall under another type
3159,1,Sony,ORG,"Companies, agencies, institutions, etc."
3159,1,Flash,PERSON,"People, including fictional"
3159,1,Simple HTML,PERSON,"People, including fictional"
3159,1,2.0,CARDINAL,Numerals that do not fall under another type
3159,1,first,ORDINAL,"""first"", ""second"", etc."
3160,1,Sony,ORG,"Companies, agencies, institutions, etc."
3160,1,Windows 98,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
3160,1,Windows ME,LOC,"Non-GPE locations, mountain ranges, bodies of water"
3161,1,south west florida,GPE,"Countries, cities, states"
3161,1,sony,ORG,"Companies, agencies, institutions, etc."
3162,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3162,1,the end of September,DATE,Absolute or relative dates or periods
3162,1,last month,DATE,Absolute or relative dates or periods
3163,1,every 10 minutes,TIME,Times smaller than a day
3163,1,24 hours,TIME,Times smaller than a day
3163,1,24 hours,TIME,Times smaller than a day
3163,1,every 24 hours,TIME,Times smaller than a day
3164,2,this a few days ago,DATE,Absolute or relative dates or periods
3164,2,13-24,CARDINAL,Numerals that do not fall under another type
3164,2,MTV,ORG,"Companies, agencies, institutions, etc."
3164,2,40+,DATE,Absolute or relative dates or periods
3165,1,SONY,ORG,"Companies, agencies, institutions, etc."
3165,1,eMarker,ORG,"Companies, agencies, institutions, etc."
3165,1,Sony,ORG,"Companies, agencies, institutions, etc."
3165,1,eMarker.com,ORG,"Companies, agencies, institutions, etc."
3165,1,eMarks,PERSON,"People, including fictional"
3165,1,eMarks,ORG,"Companies, agencies, institutions, etc."
3165,1,eMarks,ORG,"Companies, agencies, institutions, etc."
3166,1,Sony,ORG,"Companies, agencies, institutions, etc."
3166,1,Xenote,GPE,"Countries, cities, states"
3166,1,iTag,ORG,"Companies, agencies, institutions, etc."
3166,1,iTag,ORG,"Companies, agencies, institutions, etc."
3166,1,Sony,ORG,"Companies, agencies, institutions, etc."
